"","KID","API_NUMBER","API_NUM_NODASH","LEASE","WELL","FIELD","LATITUDE","LONGITUDE","LONG_LAT_SOURCE","TOWNSHIP","TWN_DIR","RANGE","RANGE_DIR","SECTION","SPOT","FEET_NORTH","FEET_EAST","FOOT_REF","ORIG_OPERATOR","CURR_OPERATOR","ELEVATION","ELEV_REF","DEPTH","PRODUCE_FORM","IP_OIL","IP_GAS","IP_WATER","PERMIT","SPUD","COMPLETION","PLUGGING","MODIFIED","OIL_KID","OIL_DOR_ID","GAS_KID","GAS_DOR_ID","KCC_DOCKET","STATUS","STATUS2","COMMENTS","permit_as_date","spud_as_date","completion_as_date","plugging_as_date","modified_as_date"
"445688",1030571740,"15-167-02480-0002",15167024800002,"COLLIVER 'A'","2-W","HALL-GURNEY",38.8048033,-98.7666443,"Calc. from footages",14,"S",13,"W",28,"  N2 N2 SE",2310,-1320,"SE","","Murfin Drilling Co., Inc.",1725," KB",3154,"",NA,NA,NA,"","18-NOV-1993","26-NOV-1993","","26-FEB-2007",NA,NA,NA,NA,"E05781.2","EOR","Converted to Producing Well","well was converted to Inj/SWD in 1993, current KCC status (2007)states converted to producing well (DRL 2/07)",NA,1993-11-18,1993-11-26,NA,2007-02-26
"447258",1007376494,"",NA,"Williams Conway West","1","UNKNOWN",38.3792673,-97.8303534,"Calc. from quarter calls",19,"S",5,"W",24," SE NW SW SW",NA,NA,"","Mid America Pipeline - MAPCO - Williams Conway","unavailable",1591," KB",4011,"",NA,NA,NA,"","26-APR-1960","15-JUN-1960","","14-NOV-2014",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))",""," Class 1 injection well under authority of KDHE, no API(DRL 4-16-2012)",NA,1960-04-26,1960-06-15,NA,2014-11-14
"447299",1007377240,"",NA,"LPG SWD","1","UNKNOWN",38.368607,-97.7829001,"Calc. from quarter calls",19,"S",4,"W",29,"  NE NW SE",NA,NA,"","NCRA","unavailable",1561," KB",4225,"",NA,NA,NA,"","","","","04-MAY-2012",NA,NA,NA,NA,"","OTHER()","","Well may match Class I well with KID 1002876875 (DRL 5-4-2012)",NA,NA,NA,NA,2012-05-04
"448434",1006723041,"15-163-01127",15163011270000,"GLICK","1","MARC",39.2566073,-99.4781164,"Calc. from footages",9,"S",19,"W",19,"  SW SE NE",2970,-990,"SE","ANSCHUTZ DRILLING CO., INC.","unavailable",2116," KB",3630,"",NA,NA,NA,"","24-JUN-1950","06-JUL-1950","06-JUL-1950","29-JUN-2007",NA,NA,NA,NA,"","D&A","Plugged and Abandoned","Stanolind Oil & Gas deepened well in 1954 to total depth of 4060 for SWDW. (drl 8-18-05)",NA,1950-06-24,1950-07-06,1950-07-06,2007-06-29
"450652",1008430162,"15-083-21461",15083214610000,"KORF","3","SEBES",38.0655419,-99.7745236,"From GPS",23,"S",22,"W",7,"  NW NE SE",2625,-1147,"SE","","American Warrior, Inc.",2241," KB",5010,"",NA,NA,NA,"28-JAN-2000","03-FEB-2000","11-MAY-2000","","17-MAR-2015",1001176308,134339,NA,NA,"D27739.0","SWD","Authorized Injection Well","Disposal into Arbuckle",2000-01-28,2000-02-03,2000-05-11,NA,2015-03-17
"452685",1045039714,"15-019-27524",15019275240000,"Fulsom 'B'","5-1","LENITON",37.1828748,-96.3327616,"Calc. from footages",33,"S",10,"E",17," W2 SE NW NE",-990,-1800,"NE","SM Oil & Gas, Inc.","SM Oil & Gas, Inc.",1035," KB",2129,"LAYTON",NA,NA,NA,"29-JUN-2015","16-JUN-2016","23-JUL-2016","","16-NOV-2016",1045025372,146075,NA,NA,"","OIL","Producing","well number changed from 5 SWD to 5-1 per operator, added spud, compl dates. (DRL-KGS 11-9-2016)",2015-06-29,2016-06-16,2016-07-23,NA,2016-11-16
"452842",1022362165,"15-007-20893-0001",15007208930001,"Lorena 'B'","1","MEDICINE RIVER",37.2911256,-98.6304686,"Calc. from footages",32,"S",12,"W",4,"  SW SW NE",2970,-2310,"SE","Graves Drilling Co., Inc.","Graves Drilling Co., Inc.",1490," KB",4276,"Mississippian",12,90,45,"","09-AUG-2001","03-OCT-2001","","06-MAY-2016",NA,NA,NA,NA,"D27535.0","OIL","UIC Application Dismissed","The KCC told me that the operator applied for a SWD well on the 01 and renamed it Holton 4.  Then the application was dismissed and it went back to producing on the  02 and the name went back to Lorena 1-B RE. MCM 4 Apr 2007",NA,2001-08-09,2001-10-03,NA,2016-05-06
"453138",1045079582,"15-023-21443",15023214430000,"BAMMES-BRUNSWIG","33-05D","WILDCAT",39.9079927,-101.9443778,"Calc. from footages",2,"S",41,"W",5,"  NW NW SE",2310,-2310,"SE","Coral Production Corporation","Coral Production Corporation",3496," KB",5480,"",NA,NA,NA,"15-SEP-2015","09-OCT-2015","23-OCT-2015","24-OCT-2015","06-DEC-2017",NA,NA,NA,NA,"","D&A","Plugged and Abandoned","Logs of same type show different scales so all were kept for display.",2015-09-15,2015-10-09,2015-10-23,2015-10-24,2017-12-06
"453678",1046106490,"15-167-19527",15167195270000,"TRAPP","2","TRAPP",38.7140038,-98.8015312,"Calc. from footages",15,"S",13,"W",30,"  NE SE SE",990,-330,"SE","CORALENA OIL CO.","unavailable",1817," DF",3262,"",NA,NA,NA,"","21-MAY-1936","22-JUL-1936","22-AUG-1962","02-AUG-2017",1001124684,111483,NA,NA,"D01631.0","SWD-P&A","Plugged and Abandoned","Workover to SWD by CRA.",NA,1936-05-21,1936-07-22,1962-08-22,2017-08-02
"459642",1044940281,"",NA,"DISPOSAL","1","UNKNOWN",38.3772152,-97.8303526,"Calc. from footages",19,"S",5,"W",24,"  SW SW SW",80,490,"SW","MID AMERICA PIPE LINE","unavailable",1591," KB",4290,"",NA,NA,NA,"","26-APR-1960","15-JUN-1960","","14-NOV-2014",NA,NA,NA,NA,"","SWD","","SWD into Arbuckle 4010-4290",NA,1960-04-26,1960-06-15,NA,2014-11-14
"463412",1005735526,"",NA,"OSWALD","24","",39.0260907,-99.0119474,"Calc. from quarter calls",12,"S",15,"W",8,"  NE SE NW",NA,NA,"","STANOLIND","unavailable",1810," TOPO",2966,"",NA,NA,NA,"","","23-JAN-1925","","22-NOV-2000",NA,NA,NA,NA,"","OTHER()","","believed to be same well as Mid-West Oil and Gas drilled in the twenties-also exact footage as a Stanolind #1 SWD drilled to just over 500 feet-LKS",NA,NA,1925-01-23,NA,2000-11-22
"463464",1005738670,"",NA,"BAIER","8","",38.8720304,-98.9475753,"Calc. from quarter calls",13,"S",15,"W",35,"  SE SE SE",NA,NA,"","STATE BRD OF HEALTH","unavailable",1889," TOPO",723,"",NA,NA,NA,"","","","","03-OCT-1999",NA,NA,NA,NA,"","OTHER()","","SALT WATER DISPOSAL TEST",NA,NA,NA,NA,1999-10-03
"467404",1043122331,"15-007-23621",15007236210000,"Spicer Lake","1","Salty Creek West",37.115034,-98.3716271,"From GPS",34,"S",10,"W",2," SW NE NW SE",2280,-1678,"SE","AGV Corp.","AGV Corp.",1337," KB",5170,"Mississippian",3,12,100,"09-NOV-2010","26-NOV-2010","25-FEB-2011","14-SEP-2018","21-SEP-2018",1044038372,141865,1044038666,232733,"","O&G-P&A","Plugged and Abandoned","Discovery well for Salty Creek West field.",2010-11-09,2010-11-26,2011-02-25,2018-09-14,2018-09-21
"470121",1045663808,"",NA,"KOCH NITROGEN #3","","",37.7812609,-99.925172,"From GPS",26,"S",24,"W",15," SW NE SE SE",NA,NA,"","KOCH NITROGEN #3","unavailable",2526," TOPO",NA,"",NA,NA,NA,"","","","","13-JUN-2016",NA,NA,NA,NA,"","OTHER(CLASS1)","","From KDHE, KDHE Class I UIC Injection Well Locations as of 5/25/2016, City of Dodge City, Permit 01-057-002",NA,NA,NA,NA,2016-06-13
"470122",1045663849,"",NA,"AIR PRODUCTS MANUFACTURING CORP #003","","",37.571433,-97.4258756,"From GPS",28,"S",1,"W",33," SE SE SE NE",NA,NA,"","AIR PRODUCTS MANUFACTURING CORP #003","unavailable",1315," TOPO",NA,"",NA,NA,NA,"","","","","13-JUN-2016",NA,NA,NA,NA,"","OTHER(CLASS1)","","From KDHE, KDHE Class I UIC Injection Well Locations as of 5/25/2016, City of Wichita, Permit 01-173-001",NA,NA,NA,NA,2016-06-13
"470123",1045663850,"",NA,"AIR PRODUCTS MANUFACTURING CORP. #001","","",37.5741493,-97.4280077,"From GPS",28,"S",1,"W",33," NE NW SE NE",NA,NA,"","AIR PRODUCTS MANUFACTURING CORP. #001","unavailable",1316," TOPO",NA,"",NA,NA,NA,"","","","","13-JUN-2016",NA,NA,NA,NA,"","OTHER(CLASS1)","","From KDHE, KDHE Class I UIC Injection Well Locations as of 5/25/2016, City of Wichita, Permit 01-173-002",NA,NA,NA,NA,2016-06-13
"470124",1045663855,"",NA,"COMPASS MINERALS  #001","","",38.3104163,-98.1843991,"From GPS",20,"S",8,"W",15," SW NE NE SE",NA,NA,"","COMPASS MINERALS  #001","unavailable",1640," TOPO",NA,"",NA,NA,NA,"","","","","13-JUN-2016",NA,NA,NA,NA,"","OTHER(CLASS1)","","From KDHE, KDHE Class I UIC Injection Well Locations as of 5/25/2016, City of Lyons, Permit 01-159-001",NA,NA,NA,NA,2016-06-13
"470125",1045663857,"",NA,"COMPASS MINERALS  #003, F","","",38.3079376,-98.1458475,"From GPS",20,"S",7,"W",18," SW SW NW SW",NA,NA,"","COMPASS MINERALS  #003, F","unavailable",1642," TOPO",NA,"",NA,NA,NA,"","","","","13-JUN-2016",NA,NA,NA,NA,"","OTHER(CLASS1)","","From KDHE, KDHE Class I UIC Injection Well Locations as of 5/25/2016, City of Lyons, Permit 01-159-005",NA,NA,NA,NA,2016-06-13
"470126",1045663858,"",NA,"COMPASS MINERALS  #004, G","","",38.2814899,-98.1176187,"From GPS",20,"S",7,"W",29," NW NW NW SE",NA,NA,"","COMPASS MINERALS  #004, G","unavailable",1627," TOPO",NA,"",NA,NA,NA,"","","","","13-JUN-2016",NA,NA,NA,NA,"","OTHER(CLASS1)","","From KDHE, KDHE Class I UIC Injection Well Locations as of 5/25/2016, City of Lyons, Permit 01-159-006",NA,NA,NA,NA,2016-06-13
"470127",1045663860,"",NA,"Waste Water Disposal","","UNKNOWN",39.0336561,-94.797368,"From GPS",12,"S",23,"E",1," SE SE NE SE",NA,NA,"","Deffenbaugh Industries","unavailable",828," TOPO",NA,"",NA,NA,NA,"","","","","13-JUN-2016",NA,NA,NA,NA,"","OTHER(CLASS1)","","From KDHE, KDHE Class I UIC Injection Well, Locations as of 5/25/2016, City of Shawnee, Permit 01-091-002. Disposal into Arbuckle.",NA,NA,NA,NA,2016-06-13
"470128",1045663863,"",NA,"ENTERPRISE","","",38.0228248,-97.9955794,"From GPS",23,"S",6,"W",29," SE NE SE NE",NA,NA,"","ENTERPRISE","unavailable",1580," TOPO",NA,"",NA,NA,NA,"","","","","13-JUN-2016",NA,NA,NA,NA,"","OTHER(CLASS1)","","From KDHE, KDHE Class I UIC Injection Well Locations as of 5/25/2016, City of Hutchinson, Permit 01-155-008",NA,NA,NA,NA,2016-06-13
"470129",1045663864,"",NA,"HollyFRONTIER EL DORADO REFINERY","","UNKNOWN",37.7908069,-96.8728906,"From GPS",26,"S",5,"E",15," SW NE SE NW",NA,NA,"","HollyFRONTIER EL DORADO REFINERY","unavailable",1286," TOPO",NA,"",NA,NA,NA,"","","","","13-JUN-2016",NA,NA,NA,NA,"","OTHER(CLASS1)","","From KDHE, KDHE Class I UIC Injection, Well Locations as of 5/25/2016, City of El Dorado, Permit 01-115-001.  FMI Composite Log and FMI Image mislabeled with location 30-18N-20E, correct location 15-26S-5E according to corresponding log data (DRL 8-12-20",NA,NA,NA,NA,2016-06-13
"470130",1045663866,"",NA,"KANSAS ETHANOL #005, H","","",38.2708497,-98.1095792,"From GPS",20,"S",7,"W",32," NE NE SE NE",NA,NA,"","KANSAS ETHANOL #005, H","unavailable",1626," TOPO",NA,"",NA,NA,NA,"","","","","13-JUN-2016",NA,NA,NA,NA,"","OTHER(CLASS1)","","From KDHE, KDHE Class I UIC Injection Well Locations as of 5/25/2016, City of Lyons, Permit 01-159-007",NA,NA,NA,NA,2016-06-13
"470131",1045663870,"",NA,"MORTON SALT DIVISION #D01","","",38.0333229,-97.9586384,"From GPS",23,"S",6,"W",22," NE SE NE SE",NA,NA,"","MORTON SALT DIVISION #D01","unavailable",1539," TOPO",NA,"",NA,NA,NA,"","","","","13-JUN-2016",NA,NA,NA,NA,"","OTHER(CLASS1)","","From KDHE, KDHE Class I UIC Injection Well Locations as of 5/25/2016, City of Hutchinson, Permit 01-155-004",NA,NA,NA,NA,2016-06-13
"470132",1045663871,"",NA,"NCRA #001 (CHS Conway)","","",38.3683414,-97.781484,"From GPS",19,"S",4,"W",29," SW NW NE SE",NA,NA,"","NCRA #001 (CHS Conway)","unavailable",1526," TOPO",NA,"",NA,NA,NA,"","","","","13-JUN-2016",NA,NA,NA,NA,"","OTHER(CLASS1)","","From KDHE, KDHE Class I UIC Injection Well Locations as of 5/25/2016, City of McPherson, Permit 01-113-002",NA,NA,NA,NA,2016-06-13
"470133",1045663874,"",NA,"WASTE WATER DISPOSAL","1","UNKNOWN",38.3480444,-97.6780215,"From GPS",19,"S",3,"W",32," SW SE SE SW",143,2023,"SW","CHS McPherson Refinery","unavailable",1498," KB",4330,"",NA,NA,NA,"","","03-FEB-2004","","09-MAY-2018",NA,NA,NA,NA,"","OTHER(CLASS1)","","UIC Class I Non Hazardous Waste Injection Well, Kansas Permit No. KS-01-113-008",NA,NA,2004-02-03,NA,2018-05-09
"470134",1045663875,"",NA,"WASTE WATER DISPOSAL","2","UNKNOWN",38.3491568,-97.6780097,"From GPS",19,"S",3,"W",32," NW SE SE SW",543,2025,"SW","CHS McPherson Refinery","unavailable",1483," TOPO",4250,"",NA,NA,NA,"","","09-FEB-2004","","09-MAY-2018",NA,NA,NA,NA,"","OTHER(CLASS1)","","UIC Class I Non Hazardous Waste Injection Well, Kansas Permit No. KS-01-113-009",NA,NA,2004-02-09,NA,2018-05-09
"470135",1045663877,"",NA,"NCRA REFINERY","3","UNKNOWN",38.3443416,-97.6609939,"From GPS",20,"S",3,"W",4," SW SW NE NW",NA,NA,"","CHS McPherson Refinery","unavailable",1489," TOPO",NA,"",NA,NA,NA,"","","","","13-JUN-2016",NA,NA,NA,NA,"","OTHER(CLASS1)","","From KDHE, KDHE Class I UIC Injection Well Locations as of 5/25/2016, City of McPherson, Permit 01-113-010",NA,NA,NA,NA,2016-06-13
"470136",1045663878,"",NA,"NORTH. NAT. GAS CO. #001 Kiowa County","","UNKNOWN",37.5878737,-99.413903,"From GPS",28,"S",19,"W",20," NW SE SE SE",NA,NA,"","Northern Natural Gas Company","unavailable",2307," TOPO",NA,"",NA,NA,NA,"","","","","13-JUN-2016",NA,NA,NA,NA,"","OTHER(CLASS1)","","From KDHE, KDHE Class I UIC Injection Well, Locations as of 5/25/2016, City of Mullinville, Permit 01-097-001",NA,NA,NA,NA,2016-06-13
"470137",1045663879,"",NA,"NORTH. NAT. GAS CO. #001 Rice County","","UNKNOWN",38.5209424,-98.3523809,"From GPS",18,"S",9,"W",6," NE NW NE NE",NA,NA,"","Northern Natural Gas Company","unavailable",1753," TOPO",NA,"",NA,NA,NA,"","","","","13-JUN-2016",NA,NA,NA,NA,"","OTHER(CLASS1)","","From KDHE, KDHE Class I UIC Injection Well, Locations as of 5/25/2016, City of Bushton, Permit 01-159-003",NA,NA,NA,NA,2016-06-13
"470138",1045663880,"",NA,"OCCIDENTAL CHEMICALS #003","","",37.581684,-97.4214789,"From GPS",28,"S",1,"W",27," NE NE SW SW",NA,NA,"","OCCIDENTAL CHEMICALS #003","unavailable",1317," TOPO",NA,"",NA,NA,NA,"","","","","13-JUN-2016",NA,NA,NA,NA,"","OTHER(CLASS1)","","From KDHE, KDHE Class I UIC Injection Well Locations as of 5/25/2016, City of Wichita, Permit 01-173-004",NA,NA,NA,NA,2016-06-13
"470139",1045663881,"",NA,"OCCIDENTAL CHEMICALS #007","","",37.5840517,-97.4214799,"From GPS",28,"S",1,"W",27," SE NE NW SW",NA,NA,"","OCCIDENTAL CHEMICALS #007","unavailable",1316," TOPO",NA,"",NA,NA,NA,"","","","","13-JUN-2016",NA,NA,NA,NA,"","OTHER(CLASS1)","","From KDHE, KDHE Class I UIC Injection Well Locations as of 5/25/2016, City of Wichita, Permit 01-173-006",NA,NA,NA,NA,2016-06-13
"470140",1045663882,"",NA,"OCCIDENTAL CHEMICALS #008","","",37.582971,-97.4217226,"From GPS",28,"S",1,"W",27," SE SE NW SW",NA,NA,"","OCCIDENTAL CHEMICALS #008","unavailable",1316," TOPO",NA,"",NA,NA,NA,"","","","","13-JUN-2016",NA,NA,NA,NA,"","OTHER(CLASS1)","","From KDHE, KDHE Class I UIC Injection Well Locations as of 5/25/2016, City of Wichita, Permit 01-173-007",NA,NA,NA,NA,2016-06-13
"470141",1045663883,"",NA,"OCCIDENTAL CHEMICALS #009","","",37.5827912,-97.4208738,"From GPS",28,"S",1,"W",27," SE SE NW SW",NA,NA,"","OCCIDENTAL CHEMICALS #009","unavailable",1315," TOPO",NA,"",NA,NA,NA,"","","","","13-JUN-2016",NA,NA,NA,NA,"","OTHER(CLASS1)","","From KDHE, KDHE Class I UIC Injection Well Locations as of 5/25/2016, City of Wichita, Permit 01-173-008",NA,NA,NA,NA,2016-06-13
"470142",1045663884,"",NA,"OCCIDENTAL CHEMICALS #010","","",37.5863663,-97.4172535,"From GPS",28,"S",1,"W",27," SE SE SE NW",NA,NA,"","OCCIDENTAL CHEMICALS #010","unavailable",1309," TOPO",NA,"",NA,NA,NA,"","","","","13-JUN-2016",NA,NA,NA,NA,"","OTHER(CLASS1)","","From KDHE, KDHE Class I UIC Injection Well Locations as of 5/25/2016, City of Wichita, Permit 01-173-010",NA,NA,NA,NA,2016-06-13
"470143",1045663885,"",NA,"OCCIDENTAL CHEMICALS #011","","",37.5867473,-97.4207214,"From GPS",28,"S",1,"W",27," NW SW SE NW",NA,NA,"","OCCIDENTAL CHEMICALS #011","unavailable",1311," TOPO",NA,"",NA,NA,NA,"","","","","13-JUN-2016",NA,NA,NA,NA,"","OTHER(CLASS1)","","From KDHE, KDHE Class I UIC Injection Well Locations as of 5/25/2016, City of Wichita, Permit 01-173-011",NA,NA,NA,NA,2016-06-13
"470144",1045663886,"",NA,"ONEOK--MCPHERSON #002 (Conway)","","",38.3711744,-97.8012565,"From GPS",19,"S",4,"W",30," NE SE SW NE",NA,NA,"","ONEOK--MCPHERSON #002 (Conway)","unavailable",1548," TOPO",NA,"",NA,NA,NA,"","","","","13-JUN-2016",NA,NA,NA,NA,"","OTHER(CLASS1)","","From KDHE, KDHE Class I UIC Injection Well Locations as of 5/25/2016, City of McPherson, Permit 01-113-006",NA,NA,NA,NA,2016-06-13
"470145",1045663887,"",NA,"ONEOK--YAGGY #01","","",38.1063302,-98.0280408,"From GPS",22,"S",6,"W",30," SE NE NW SW",NA,NA,"","ONEOK--YAGGY #01","unavailable",1569," TOPO",NA,"",NA,NA,NA,"","","","","13-JUN-2016",NA,NA,NA,NA,"","OTHER(CLASS1)","","From KDHE, KDHE Class I UIC Injection Well Locations as of 5/25/2016, City of Hutchinson, Permit 01-155-005",NA,NA,NA,NA,2016-06-13
"470146",1045663888,"",NA,"ONEOK--YAGGY #02","","",38.1046264,-98.0362145,"From GPS",22,"S",7,"W",25," SW SW NE SE",NA,NA,"","ONEOK--YAGGY #02","unavailable",1574," TOPO",NA,"",NA,NA,NA,"","","","","13-JUN-2016",NA,NA,NA,NA,"","OTHER(CLASS1)","","From KDHE, KDHE Class I UIC Injection Well Locations as of 5/25/2016, City of Hutchinson, Permit 01-155-006",NA,NA,NA,NA,2016-06-13
"470147",1045663889,"",NA,"ONEOK #003 (Bushton)","","",38.5266506,-98.3507838,"From GPS",17,"S",9,"W",31," NW SE NE SE",NA,NA,"","ONEOK #003 (Bushton)","unavailable",1753," TOPO",NA,"",NA,NA,NA,"","","","","13-JUN-2016",NA,NA,NA,NA,"","OTHER(CLASS1)","","From KDHE, KDHE Class I UIC Injection Well Locations as of 5/25/2016, City of Bushton, Permit 01-053-002",NA,NA,NA,NA,2016-06-13
"470148",1045663890,"",NA,"ONEOK #004 (Bushton)","","",38.5350975,-98.3574606,"From GPS",17,"S",9,"W",31," SE NW NW NE",NA,NA,"","ONEOK #004 (Bushton)","unavailable",1748," TOPO",NA,"",NA,NA,NA,"","","","","13-JUN-2016",NA,NA,NA,NA,"","OTHER(CLASS1)","","From KDHE, KDHE Class I UIC Injection Well Locations as of 5/25/2016, City of Bushton, Permit 01-053-003",NA,NA,NA,NA,2016-06-13
"470149",1045663891,"",NA,"ONEOK #005 (Bushton)","","",38.528145,-98.3505434,"From GPS",17,"S",9,"W",31," SE NE NE SE",NA,NA,"","ONEOK #005 (Bushton)","unavailable",1751," TOPO",NA,"",NA,NA,NA,"","","","","13-JUN-2016",NA,NA,NA,NA,"","OTHER(CLASS1)","","From KDHE, KDHE Class I UIC Injection Well Locations as of 5/25/2016, City of Bushton, Permit 01-053-004",NA,NA,NA,NA,2016-06-13
"470150",1045663892,"",NA,"ONEOK #006 (Bushton)","","",38.525868,-98.3504126,"From GPS",17,"S",9,"W",31," SE SE NE SE",NA,NA,"","ONEOK #006 (Bushton)","unavailable",1758," TOPO",NA,"",NA,NA,NA,"","","","","13-JUN-2016",NA,NA,NA,NA,"","OTHER(CLASS1)","","From KDHE, KDHE Class I UIC Injection Well Locations as of 5/25/2016, City of Bushton, Permit 01-053-005",NA,NA,NA,NA,2016-06-13
"470151",1045663893,"",NA,"ONEOK FRACTIONATION #2 (Hutchinson)","","",38.0322752,-97.973619,"From GPS",23,"S",6,"W",22," SW SE NW SW",NA,NA,"","ONEOK FRACTIONATION #2 (Hutchinson)","unavailable",1551," TOPO",NA,"",NA,NA,NA,"","","","","13-JUN-2016",NA,NA,NA,NA,"","OTHER(CLASS1)","","From KDHE, KDHE Class I UIC Injection Well Locations as of 5/25/2016, City of Hutchinson, Permit 01-155-002",NA,NA,NA,NA,2016-06-13
"470152",1045663894,"",NA,"ONEOK FRACTIONATION #3 (Hutchinson)","","",38.0310866,-97.9729278,"From GPS",23,"S",6,"W",22," NE NE SW SW",NA,NA,"","ONEOK FRACTIONATION #3 (Hutchinson)","unavailable",1553," TOPO",NA,"",NA,NA,NA,"","","","","13-JUN-2016",NA,NA,NA,NA,"","OTHER(CLASS1)","","From KDHE, KDHE Class I UIC Injection Well Locations as of 5/25/2016, City of Hutchinson, Permit 01-155-003",NA,NA,NA,NA,2016-06-13
"470153",1045663895,"",NA,"ONEOK HILLSIDE #002","","",38.0239422,-97.9874146,"From GPS",23,"S",6,"W",28," NW NE SE NW",NA,NA,"","ONEOK HILLSIDE #002","unavailable",1571," TOPO",NA,"",NA,NA,NA,"","","","","13-JUN-2016",NA,NA,NA,NA,"","OTHER(CLASS1)","","From KDHE, KDHE Class I UIC Injection Well Locations as of 5/25/2016, City of Hutchinson, Permit 01-155-007",NA,NA,NA,NA,2016-06-13
"470154",1045663896,"",NA,"Pioneer Exploration","2","UNKNOWN",37.3707794,-98.2181509,"From GPS",31,"S",8,"W",5," NE SE SW SW",NA,NA,"","Pioneer Exploration","unavailable",1679," TOPO",NA,"",NA,NA,NA,"","","","","13-JUN-2016",NA,NA,NA,NA,"","OTHER(CLASS1)","","From KDHE, KDHE Class I UIC Injection Well, Locations as of 5/25/2016, City of Harper, Permit 01-077-001",NA,NA,NA,NA,2016-06-13
"470155",1045663897,"",NA,"Pioneer Exploration","3","",37.3731802,-98.2182523,"From GPS",31,"S",8,"W",5," NE NE SW SW",NA,NA,"","Pioneer Exploration","unavailable",1687," TOPO",NA,"",NA,NA,NA,"","","","","13-JUN-2016",NA,NA,NA,NA,"","OTHER(CLASS1)","","From KDHE, KDHE Class I UIC Injection Well Locations as of 5/25/2016, City of Harper, Permit 01-077-002",NA,NA,NA,NA,2016-06-13
"470156",1045663898,"",NA,"RED BARN PET PRODUCTS","","UNKNOWN",38.3467116,-98.7704034,"From GPS",20,"S",13,"W",4," NE NE NW NW",NA,NA,"","RED BARN PET PRODUCTS","unavailable",1851," TOPO",NA,"",NA,NA,NA,"","","","","13-JUN-2016",NA,NA,NA,NA,"","OTHER(CLASS1)","","From KDHE, KDHE Class I UIC Injection Well Locations as of 5/25/2016, City of Great Bend, Permit 01-009-001",NA,NA,NA,NA,2016-06-13
"470157",1045663899,"",NA,"REGENCY GAS SERVICE","","",37.9416792,-101.291764,"From GPS",24,"S",36,"W",29," NW SE NW NE",NA,NA,"","REGENCY GAS SERVICE","unavailable",3079," TOPO",NA,"",NA,NA,NA,"","","","","13-JUN-2016",NA,NA,NA,NA,"","OTHER(CLASS1)","","From KDHE, KDHE Class I UIC Injection Well Locations as of 5/25/2016, City of Lakin, Permit 01-093-001",NA,NA,NA,NA,2016-06-13
"470158",1045663900,"",NA,"FORT DODGE STATION INJECTION WELL","1","UNKNOWN",37.7319786,-99.9495867,"From GPS",27,"S",24,"W",4," NE NW SW NE",NA,NA,"","Sunflower Electric","unavailable",2456," TOPO",NA,"",NA,NA,NA,"","","","","13-JUN-2016",NA,NA,NA,NA,"","OTHER(CLASS1)","","From KDHE, KDHE Class I UIC Injection, Well Locations as of 5/25/2016, City of Dodge City, Permit 01-057-003",NA,NA,NA,NA,2016-06-13
"470159",1045663901,"",NA,"TYSON, FINNEY COUNTY (Holcomb) Jones #2","","",37.9999736,-101.0226624,"From GPS",24,"S",34,"W",2," SE SW NE NW",NA,NA,"","TYSON, FINNEY COUNTY (Holcomb) Jones #2","unavailable",2903," TOPO",NA,"",NA,NA,NA,"","","","","13-JUN-2016",NA,NA,NA,NA,"","OTHER(CLASS1)","","From KDHE, KDHE Class I UIC Injection Well Locations as of 5/25/2016, City of Holcomb, Permit 01-055-002",NA,NA,NA,NA,2016-06-13
"470160",1045663902,"",NA,"TYSON, LYON COUNTY (Emporia)","","",38.4030407,-96.2095386,"From GPS",19,"S",11,"E",17," NW SE NE NE",NA,NA,"","TYSON, LYON COUNTY (Emporia)","unavailable",1122," TOPO",NA,"",NA,NA,NA,"","","","","13-JUN-2016",NA,NA,NA,NA,"","OTHER(CLASS1)","","From KDHE, KDHE Class I UIC Injection Well Locations as of 5/25/2016, City of Emporia, Permit 01-111-001",NA,NA,NA,NA,2016-06-13
